HotelName,RoomType,DoubleBed,SingleBed,Price
Super Hotel Tokyo Kinshicho Ekimae,Standard Double Room,Yes,No,9885
APA Hotel Nihombashi Bakurocho Eki-Kita,Double Room - Smoking,Yes,No,7605
Daiwa Roynet Hotel Tokyo Kyobashi PREMIER,Superior Twin Room,Yes,No,21960
Onyado Nono Asakusa Natural Hot Spring,Standard Double Room,Yes,No,16445
Ai Hotel Keikyu Kamata,?Credit card only?Double Room with Small Double Bed,Yes,No,5810
Toshi Center Hotel,Double Room with Small Double Bed - Non-Smoking,Yes,No,9640
Hotel Route-Inn Tokyo Asagaya,Double Room with Small Double Bed - Non-Smoking,Yes,No,7978
Sotetsu Fresa Inn Nihombashi Kayabacho,Double Room - Non-Smoking ,Yes,No,11438
Act Hotel Roppongi,Economy Double Room - Non-Smoking,Yes,No,10285
plat hostel keikyu asakusa karin,standard Double Room with Shared Shower and Toilet,Yes,No,5204
Ryogoku View Hotel,Double Decker Room - Non Smoking,Yes,No,8806
Super Hotel Premier Akasaka,Room Selected at Check-In,No,Yes,13843
APA Hotel Ningyocho-eki Higashi,Double Room,Yes,No,8256
APA Hotel Ayase Ekimae,Standard Double Room - Smoking,Yes,No,6355
Richmond Hotel Tokyo Mejiro,Standard Double Room with No Window - Non-Smoking,Yes,No,8131
Citadines Central Shinjuku Tokyo,Double Room,Yes,No,17221
Hotel Oriental Express Tokyo Kamata,Oriental Hollywood Twin room - Non-Smoking,Yes,No,8449
Hotel Amanek Asakusa Ekimae,Standard Double Room,Yes,No,8783
Hotel Monterey Ginza,Queen Room - Non-Smoking,No,Yes,20440
Super Hotel JR Ueno Iriyaguchi,Double Room with Loft Bed,Yes,No,9073
Hyatt Regency Tokyo,Corner Deluxe King Room,Yes,No,39690
Far East Village Hotel Tokyo Ariake,Standard Twin Room,Yes,No,12035
APA Hotel Ningyocho-eki Kita,Double Room with Small Double Bed - Smoking,Yes,No,7706
the b suidobashi,Small Double Room,Yes,No,11188
Sotetsu Fresa Inn Shimbashi-Karasumoriguchi,Double Room - Non-Smoking ,Yes,No,15011
Hotel Wing International Korakuen,Small Double Room - Smoking,Yes,No,6855
APA Hotel Ginza Shintomicho Ekimae - Former APA Hotel Shintomicho Ekimae,Double Room - Non-Smoking ,Yes,No,9952
Sakura Hotel Hatagaya,Double Room,Yes,No,6400
APA Hotel Hatchobori-eki Minami,Double Room - Non-Smoking ,Yes,No,9952
Shinjuku Prince Hotel,"Double Room B, Non-Smoking (15.3sqm)",Yes,No,20935
Hotel Metropolitan Edmont Tokyo,"Standard Room, 1 Double Bed(Small Double)",Yes,No,13899
OTHER SPACE Hotel? HOTEL K3 asakusa?,Standard Double Room,Yes,No,7055
APA Hotel Shinagawa Togoshi Ekimae,Standard Double Room (Non Smoking),Yes,No,9507
ibis Styles Tokyo Ginza East,Superior Double with Japanese Tatami,Yes,No,16123
APA Hotel Higashi Shinjuku Kabukicho,Double Room - Non-Smoking ,Yes,No,10563
Dormy Inn Korakuen,Corner Double Room - Non Smoking,Yes,No,13765
HOTEL MYSTAYS Hamamatsucho,Standard Double Room - Non-Smoking,Yes,No,10508
Shinagawa Prince Hotel N Tower,"Double Room (Wooden Floor) with Lounge Access ? Complimentary Breakfast ""N's Morning"" - Non-Smoking",Yes,No,21203
Shibuya Hotel En,Basic Double Room,Yes,No,17401
Mitsui Garden Hotel Gotanda - Tokyo,Comfort Double Room,Yes,No,22616
the b akasaka,Superior Double Room - Non-Smoking,Yes,No,12148
Tobu Hotel Levant Tokyo,Economy Twin Room - Non-Smoking,Yes,No,15456
Tokyo Bay Ariake Washington Hotel,Superior Double Room on High Floor - Non-Smoking,Yes,No,13208
Hotel Cerezo,Economy Double Room - Non-Smoking,Yes,No,5004
remm Roppongi,Twin Room - Non-Smoking,Yes,No,20289
Rhodes Kagurazaka,Double Room,Yes,No,4336
Keio Presso Inn Ikebukuro,Double Room with Small Double Bed - Smoking,Yes,No,7806
Agora Place Tokyo Asakusa,Standard Semi Double Room - Smoking,Yes,No,8451
the b ochanomizu,Twin Room,Yes,No,14524
Hotel Crown Hills Ueno Premier,Sky Tree View Compact Double - Non-Smoking,Yes,No,8706
Hotel Trusty Tokyo Bayside,Standard Double Room - Smoking,Yes,No,16679
Tokyu Stay Ginza,Moderate Double Room with Small Double Bed - Non-Smoking,Yes,No,18864
Tokyu Stay Ikebukuro,Double Room with Small Double Bed - Non-Smoking (2 Adults),Yes,No,11084
HOTEL HILLARYS Akasaka,Superior Double Room - Non-Smoking - Eco Plan(No Daily Cleaning),Yes,No,15211
Hotel Sting,Standard King Room,Yes,No,4559
the b sangenjaya,Double Room - Smoking,Yes,No,11008
Hotel JAL City Haneda Tokyo,?Advanced Floor?Double Room,Yes,No,7741
???????????,Double Room,Yes,No,6405
cotoha Hotel Okachimachi,Double Room - Non-Smoking ,Yes,No,8895
Mitsui Garden Hotel Roppongi Tokyo Premier,Standard Room - Non-Smoking,Yes,No,26419
Hotel Famy Inn Kinshicho,Double Room with Small Double Bed - Non-Smoking,Yes,No,6115
Hotel Mystays Gotanda Station,Standard Double Room with Small Double Bed - Non-Smoking,Yes,No,8451
ICI HOTEL Tokyo Hatchobori,Compact Twin Room,Yes,No,9351
HOTEL TAVINOS ASAKUSA,Twin Room,Yes,No,7450
Hotel Villa Fontaine Tokyo-Hamamatsucho,Standard Twin Room - Non-Smoking,Yes,No,10963
Keio Presso Inn Nihonbashi Kayabacho,Double Room - Smoking,Yes,No,10107
APA Hotel Akihabara-Ekimae,Double Room - Non-Smoking ,Yes,No,12009
APA Hotel Ginza Kyobashi Tokyo-Eki Yaesu Minami-guchi,Double Room with Small Double Bed - Non-Smoking,Yes,No,12731
APA Hotel Ginza-Takaracho Tokyo Yaesu Minami-guchi,Double Room with Small Double Bed - Non-Smoking,Yes,No,12731
ALFIT HOTEL & BAR AKASAKA,Superior Double Room,Yes,No,12676
Hotel Meigetsu,Twin Room,Yes,No,3058
Shibuya Tobu Hotel,Double Room with Small Double Bed - Non-Smoking,Yes,No,13322
Ueno Hotel,Double Room - Non-Smoking ,Yes,No,8011
Hilton Tokyo Odaiba,King Guest Room  - Non-Smoking - 33sqm,Yes,No,47469
Hotel Amanek Kamata-Eki Mae,Standard Double Room,Yes,No,7027
The Share Hotels Lyuro Tokyo Kiyosumi,Private Room with Bunk Beds with River View / Shared Bathroom,No,Yes,8611
Super Hotel Premier Akihabara,Double Room - Non-Smoking ,Yes,No,10087
DDD HOTEL,Minimal Double Room,Yes,No,10563
Sakura Sky Hotel,Twin Room with Shower,Yes,No,7926
Ai Hotel Keikyu Kamata-ekimae,Double Room,Yes,No,8290
Hotel VARKIN,Queen Room,No,Yes,10508
Tosei Hotel Cocone Ueno,Double Room with Small Double Bed,Yes,No,8540
Premier Hotel Cabin Shinjuku,Renovated Double Room with Small Double Bed - Non-Smoking,Yes,No,8229
APA Hotel Shibuya Dogenzakaue,Small Double Room - Non-Smoking,Yes,No,19903
Bay Hotel Tokyo Hamamatsucho,Double Room - Non-Smoking ,Yes,No,12120
Tokyu Stay Gotanda,Moderate Double Room - Non-Smoking ,Yes,No,15467
Hilton Tokyo Hotel,Deluxe King Room,Yes,No,43500
Hotel Sunroute Stellar Ueno,Small Double Room - Smoking,Yes,No,11096
Super Hotel Ueno-Okachimachi,Standard Double Room - Non-Smoking,Yes,No,9000
all day place shibuya,Compact - Non Smoking,No,Yes,22626
???????????? by Re-rent Residence,Superior Double Room,Yes,No,10230
HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,Double Room with Small Double Bed - Smoking,Yes,No,6953
Sunshine City Prince Hotel Ikebukuro,Economy Twin Room - Non-Smoking 10-16th Floor ,Yes,No,14023
Agora Tokyo Ginza,Superior Twin Room - Non-Smoking,Yes,No,20014
Super Hotel Asakusa,Double Room - Non-Smoking ,Yes,No,12137
Dormy Inn Premium Shibuya-jingumae,Double Room - Non-Smoking ,Yes,No,22612
Hotel Listel Shinjuku,Semi Double Room,Yes,No,7783
N Plus Hotel Akihabara,Hollywood Twin Room,Yes,No,11119
the b ikebukuro,Standard Double Room with Shower - Non-Smoking,Yes,No,7882
APA Hotel Kamata-Ekimae,Standard Room (2 Adults) - Non-Smoking ,Yes,No,8506
Tosei Hotel Cocone Kanda,Double Room with Small Double Bed - Smoking,Yes,No,9340
Nishitetsu Inn Shinjuku,Double Room with Small Double Bed - Non-Smoking,Yes,No,16679
Rembrandt Style Tokyo Nishikasai,Semi-Double Room - Non-Smoking,Yes,No,8419
HOTEL AMANEK Shinjuku Kabukicho,Standard Double Room,Yes,No,13900
APA Hotel Ueno Ekiminami,Standard Double Room (E-Cigarettes Only),Yes,No,9173
The Royal Park Canvas Ginza Corridor,Standard Double - Prosecco,Yes,No,28687
Tokyu Stay Shinjuku,Twin Room - Non-Smoking,Yes,No,28581
THE KITANO HOTEL TOKYO,Superior Twin Room,Yes,No,33635
Richmond Hotel Asakusa,Double Room - Non-Smoking ,Yes,No,12342
Shinagawa Tobu Hotel,Double Room,Yes,No,11590
Hotel Resol Ikebukuro,Double Room with Small Double Bed - Smoking,Yes,No,8826
Residence Condominium KALAHAAI,Twin Room,Yes,No,5560
HOTEL MYSTAYS Ueno Iriyaguchi,Superior Twin Room - Non-Smoking - House Keeping is Optional with Additional Cost,Yes,No,8350
Hotel Grand Arc Hanzomon,Japanese-Style Room,No,Yes,14010
Randor Residence Tokyo Suites,Superior Suite,Yes,No,10007
Richmond Hotel Tokyo Shiba,"Couple plan - Standard Double Room - Non-Smoking - Check-Out 12:00	",Yes,No,14313
Super Hotel Tokyo Akabane Eki Minamiguchi,Standard Double Room,Yes,No,6671
HOTEL MYSTAYS Haneda, Deluxe Twin Room - Non-Smoking,Yes,No,8756
Tabist Ginza,Small Double Room,Yes,No,8339
Super Hotel Tokyo JR Kamata Nishiguchi,Double Room - Non-Smoking ,Yes,No,10769
HOTEL MYSTAYS Gotanda,Double Room with Small Double Bed - Non-Smoking,Yes,No,8873
Mitsui Garden Hotel Nihonbashi Premier,Moderate Queen Room,No,Yes,25624
Mitsui Garden Hotel Toyosu Premier - Tokyo,Superior Queen Room - Non-Smoking,No,Yes,33204
Theatel Haneda ?,Double Room,Yes,No,8006
Ano Hotel Asakusa,Double Room,Yes,No,5532
Rembrandt Style Tokyo Nishikasai Grande,Superior Twin Room,Yes,No,10621
Mitsui Garden Hotel Ginza Premier,Moderate Queen Room - Non-Smoking,No,Yes,31089
HOTEL MYSTAYS Ueno Inaricho,Standard Double Room with Small Double Bed - Non-Smoking - House Keeping is Optional with Additional Cost,Yes,No,5137
Pullman Tokyo Tamachi,Superior King Room,Yes,No,32218
APA Hotel Ikebukuro Eki Kitaguchi,Double Room - Electric Cigarette only,Yes,No,8956
Tokyu Stay Shibuya,Superior Twin Room - Non-Smoking,Yes,No,23482
Shiba Park Hotel,Twin Room - Non-Smoking,Yes,No,22794
APA Hotel Roppongi Ekimae,Double Room - Smoking,Yes,No,11953
HOTEL LiVEMAX Akasaka, Double Room with Small Double Bed - Non-Smoking,Yes,No,8183
HOTEL LiVEMAX Kamata Ekimae,"Single Room, Non smoking",No,Yes,6703
APA Hotel Haneda Anamori Inari Ekimae,Double Room - Electronic Cigarette,Yes,No,8256
Shibuya Stream Excel Hotel Tokyu,Superior Twin Room,Yes,No,35303
Smile Hotel Tokyo Asagaya,Small Double Room - Non-Smoking Only,Yes,No,7061
Dormy Inn Premium Tokyo Kodenmacho,Double Room - Non-Smoking ,Yes,No,13666
Hotel Belle Via Tokyo,Double or Twin Room,Yes,No,4159
TRUNK(HOTEL) YOYOGI PARK,Standard Double Room,Yes,No,42581
APA Hotel Iidabashi-Eki Minami,Double Room - Non-Smoking ,Yes,No,8956
Dai-ichi Hotel Ryogoku,Moderate Double Room - Non Smoking,Yes,No,12781
The Royal Park Canvas - Ginza 8,Superior Double Room,Yes,No,29049
Hotel New Tohoku,Double Room with Small Double Bed - No Elevator,Yes,No,5504
Artsy Inn????,Deluxe Double Room,Yes,No,6227
Henn na Hotel Tokyo Akasaka,Double Room with Small Double Bed - Non-Smoking,Yes,No,11119
HOTEL MYSTAYS Ochanomizu Conference Center,Double Room with Small Double Bed - Non Smoking,Yes,No,6716
Hotel Rose Garden Shinjuku,Double Room,Yes,No,18208
APA Hotel Shimbashi Toranomon,Double Room - Non-Smoking ,Yes,No,14160
Hotel SAILS,Studio with Terrace (3 Adult),No,Yes,12979
APA Hotel Komagome Ekimae,Standard Double Room,Yes,No,7055
House Ikebukuro,Japanese-Style Standard Room,Yes,No,5666
Hotel SAILS Asakusa,Classic Triple Room,No,Yes,10816
HOTEL CEN,Double Room,Yes,No,17060
Hotel Mystays Premier Hamamatsucho,Comfort King Room with Sofa Bed - Non-Smoking,Yes,No,13599
HOTEL LiVEMAX Akasaka GRANDE, Double Room with Small Double Bed - Smoking,Yes,No,9627
Meguroholic Hotel,Economy Double Room - Smoking,Yes,No,11119
Imperial Hotel Tokyo,Imperial Floor Superior Double,Yes,No,70551
Hotel Villa Fontaine Tokyo-Nihombashi Hakozaki,?Short Stay?Room Selected at Check-In (17:00 Check in) ,No,Yes,7127
Randor Residence Tokyo Classic,Triple Room,No,Yes,5560
Villa Fontaine Premier Haneda Airport,Deluxe King Room with River View - Non-Smoking,Yes,No,26859
APA Hotel Nihombashi Bakurocho Ekimae,Double Room - Non-Smoking ,Yes,No,8256
Rhodes Otsuka Hotel,Economy Triple Room,No,Yes,5448
sequence MIYASHITA PARK - Shibuya,Private Room with Bunk Beds (2 Adults),No,Yes,29488
APA Hotel Tsukiji-eki Minami,Double Room with Small Double Bed - Non-Smoking,Yes,No,9952
The Gate Hotel Tokyo by Hulic,Standard Hollywood Twin Room - Smoking,Yes,No,25065
Nest Hotel Tokyo Hanzomon,Economy Double Room - Non-Smoking,Yes,No,12276
HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only),Standard Queen Room,Yes,No,14602
"Cerulean Tower Tokyu Hotel, A Pan Pacific Partner Hotel",Deluxe King Room - Non-Smoking,Yes,No,50637
Via Inn Shinjuku,Double Room with Small Double Bed - Non-Smoking,Yes,No,8530
FLEXSTAY INN Ekoda,Superior Double Room with Small Double Bed - Lower Floor - Non-Smoking - House Keeping is Optional with Additional Cost,Yes,No,5312
ART HOTEL Nippori Lungwood,Standard Double Room - Smoking,Yes,No,6538
Smile Hotel Tokyo Nihonbashi,Double Room - Smoking,Yes,No,7783
Petit Grande Miyabi,Superior Family Room,No,Yes,11119
Hotel Wing International Select Asakusa Komagata,Double Room - Non-Smoking ,Yes,No,8621
Mitsui Garden Hotel Otemachi - Tokyo,Moderate Double Room - Non-Smoking ,Yes,No,21442
HOTEL SUI KANDA by ABEST,Standard Double Room - Non-Smoking,Yes,No,12835
Super Hotel Premier Ikebukuro Natural Hot Spring,Room Selected at Check-In,No,Yes,10157
Dormy Inn Express Meguro Aobadai Hot Spring,Twin Room - Non-Smoking,Yes,No,19589
Tokyu Stay Shibuya Shin-Minamiguchi,Standard Double Room,Yes,No,22766
Amanecer Hotel,Superior Double Room,Yes,No,11119
Tokyu Stay Shimbashi - Ginza area,Cozy Double Room - Non-Smoking,Yes,No,12009
Hotel Emit Ueno,Double  Room,Yes,No,7672
Hotel Yaenomidori Tokyo,Double Room,Yes,No,18347
Hotel Marutani,Twin Room - Smoking,Yes,No,6949
hotel MONday Premium TOYOSU,Standard Twin Room  ,Yes,No,13153
GINZA HOTEL by GRANBELL,Twin Room - Non-Smoking,Yes,No,23217
HOTEL AN Shinjuku Kabukicho (Adult Only),Standard Queen Room,Yes,No,13832
Tosei Hotel Cocone Ueno Okachimachi,Double Room,Yes,No,9173
Hamacho Hotel Tokyo,Double Room with Small Double Bed,Yes,No,13885
Tokyu Stay Yotsuya Shinjuku,Economy Double Room - Non Smoking,Yes,No,15467
Tosei Hotel Cocone Tsukiji Ginza Premier,Relax Double Room,Yes,No,15567
Comfort Inn Tokyo Roppongi,Economy King Room - Non-Smoking,Yes,No,9562
Hotel Trend Asakusa Tawaramachi,Twin Room - Non-Smoking,Yes,No,5604
Hotel Villa Fontaine Tokyo-Otemachi,?Short Stay?Room Selected at Check In (17:00 Check in),No,Yes,10474
remm Tokyo Kyobashi,Economy Double Room - Non-Smoking,Yes,No,15011
Hotel Villa Fontaine Tokyo-Kudanshita,Moderate Double Room - Non-Smoking,Yes,No,9162
Hotel Route-Inn Tokyo Ikebukuro,Standard Twin Room - Non-Smoking,Yes,No,9924
Tabata Oji Hotel,Double Room - Non-Smoking ,Yes,No,4448
Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,?Short Stay?Room Selected at Check-In (17:00 Check in),No,Yes,7739
Tosei Hotel Cocone Asakusa Kuramae,Room with Bunk Bed,No,Yes,7348
"ANA InterContinental Tokyo, an IHG Hotel",Upgraded Classic Room - Non-Smoking,No,Yes,39695
Urbain Tokyo Ueno Kitasenju,Double Room,Yes,No,8200
Chisun Hotel Kamata,Moderate Small Double Room - Non-Smoking,Yes,No,7045
APA Hotel Keikyu Kamata-Ekimae,Standard Double Room,Yes,No,7706
dots. tokyo,Triple Room,No,Yes,11008
Hotel Villa Fontaine Grand Tokyo-Shiodome,Superior King Room,Yes,No,18313
Asakusa Hotel Hatago,Annex Small Double Room - Non-Smoking,Yes,No,8979
Hotel Wing International Select Ikebukuro,Small Double Room - Non-Smoking,Yes,No,8339
Hotel Allamanda Aoyama Tokyo,Standard Room Selected at Check-In,Yes,No,37138
ibis Styles Tokyo Ginza,Standard Double Room,Yes,No,15909
Centurion Hotel Ikebukuro Station,Standard Semi-Double Room - Non Smoking,Yes,No,9118
Urbain Tokyo Haneda Kamata,Double Room - Non-Smoking ,Yes,No,10535
Nagomi Hotel Nippori,Standard Twin Room,Yes,No,8006
Tabist Hotel Momiji Asakusa,Twin Room,Yes,No,5782
HOTEL 1899 TOKYO,Superior Double Room B,Yes,No,17123
Hotel Villa Fontaine Grand Tokyo-Roppongi,Twin Room (30sqm),Yes,No,15691
Tokyo City View Hotel Tabata Station,Small Double Room,Yes,No,5371
Ueno First City Hotel,Double Room with Small Double Bed - Non-Smoking,Yes,No,7397
Park Hotel Tokyo,Twin Room - Non Smoking - Above 26th floor,Yes,No,30578
Tabist Hotel Aurora Ikebukuro,Double Room,Yes,No,4392
HOTEL LiVEMAX Tokyo-Otsuka Ekimae, Double Room with Small Double Bed - Non-Smoking ,Yes,No,6177
Tabist Hotel Mercury Asakusabashi,Double Room with Small Double Bed - Non-Smoking,Yes,No,6449
?????????????,Double Room,Yes,No,7116
Restay Frontier (Adult Only),Double Room,Yes,No,5904
Business Hotel La Firenze,Economy Double Room,Yes,No,3513
Hotel Resol Stay Akihabara,Standard Double Room,Yes,No,12009
Hotel Trend Tobu Asakusa-Eki Kita,Double Room,Yes,No,5560
LOISIR HOTEL SHINAGAWA SEASIDE,Double Room - Non Smoking,Yes,No,8562
Shibuya Tokyu REI Hotel,Superior Double Room,Yes,No,18124
Wander Tokyo Shibuya,Economy Double Room - Non-Smoking,Yes,No,13343
HOTEL LiVEMAX Tokyo Ayase-Ekimae,Double Room with Small Double Bed - Non-Smoking,Yes,No,5381
sequence SUIDOBASHI - Tokyo,Queen Room,No,Yes,10541
APA Hotel Higashi-Shinjuku-Ekimae,Double Room - Non-Smoking ,Yes,No,10563
Akihabara Nakagawa Inn,Family Room,No,Yes,15324
Prince Smart Inn Ebisu,Standard Double Room - Non-Smoking,Yes,No,17021
MOXY Tokyo Kinshicho,Queen Room,No,Yes,22627
HOTEL LiVEMAX Akabane-Ekimae, Double Room with Small Double Bed - Non-Smoking ,Yes,No,6953
Smile Hotel Asakusa,Double Room with Small Double Bed - Smoking,Yes,No,6004
HOTEL LiVEMAX Tokyo Shintomicho,Double Room with Small Double Bed - Non-Smoking,Yes,No,8718
Hotel Il Fiore Kasai,Standard Twin Room - Non-Smoking,Yes,No,8387
Sotetsu Fresa Inn Ginza-Nanachome,Comfort Double Room - Smoking,Yes,No,17791
Oakwood Hotel & Apartments Azabu Tokyo,Superior Studio,No,Yes,30822
Tokyu Stay Shinjuku Eastside,Comfort Double Room with Table,Yes,No,18524
Centurion Hotel Residential Akasaka Station,Moderate Double Room -Non Smoking,Yes,No,11842
Sutton Place Hotel Ueno,Standard Double Room,Yes,No,12009
Hotel Villa Fontaine Grand Tokyo-Tamachi,Superior King Room - Non-Smoking with Private Shower,Yes,No,13643
TSUKI Tokyo,Premier Twin Room with Hinoki Bath,Yes,No,22516
Hotel Villa Fontaine Tokyo-Kayabacho,?Short Stay?Room Selected at Check-In (17:00 Check in),No,Yes,8973
Candeo Hotels Tokyo Shimbashi,Double Room,Yes,No,19814
Hotel New Ueno,Double Room with Small Double Bed - Non-Smoking,Yes,No,10341
Hotel Villa Fontaine Tokyo-hatchobori,?Short Stay?Room Selected at Check-In (17:00 Check in),No,Yes,9585
Smile Hotel Sugamo,Double Room with Small Double Bed - Non-Smoking,Yes,No,7265
"HOTEL GROOVE SHINJUKU, A PARKROYAL Hotel",Superior King,Yes,No,29715
HOTEL MYSTAYS Kamata,Economy Semi-Double - Non-Smoking,Yes,No,6449
R&B Hotel Otsuka Eki Kitaguchi,Double Room with Small Double Bed - Non-Smoking,Yes,No,6360
Hotel Shu,Deluxe Double Room,Yes,No,9507
Rhodes Otsuka - Vacation STAY 33216v,Studio,No,Yes,7227
Kami Inn,One-Bedroom Apartment,No,Yes,7085
Solaria Nishitetsu Hotel Ginza,Twin Room - Non-Smoking,Yes,No,28799
Hotel Emir,Economy Twin Room,Yes,No,6116
Hotel Villa Fontaine Tokyo-Jimbocho,?Short Stay?Double Room - Non-Smoking (17:00 Check in),Yes,No,9474
Hotel Villa Fontaine Tokyo-Ueno Okachimachi,?Short Stay?Room Selected at Check-In (17:00 Check in) - Non-Smoking,No,Yes,8350
Rihga Royal Hotel Tokyo,Deluxe Double Room - Non-Smoking,Yes,No,25018
The Gate Hotel Asakusa Kaminarimon by Hulic,Standard Hollywood Twin Room - Non-Smoking,Yes,No,13656
HOTEL TOMOS ASAKUSA,Family Double Room,Yes,No,20815
Ueno Urban Hotel,Double Room with Small Double Bed - Non-Smoking,Yes,No,7783
TOKYO EAST SIDE HOTEL KAIE,Twin Room with Tatami Area - Non-Smoking,Yes,No,30612
HOTEL MYSTAYS Kameido,Economy Semi-Double in Annex - Non Smoking - House Keeping is Optional with Additional Cost,Yes,No,5548
Tokyu Stay Takanawa,Comfort Double - Non-Smoking,Yes,No,16912
HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double with Kitchen - Non-smoking  - House Keeping is Optional with Additional Cost,Yes,No,7881
